"USER_ID","AGE","GENDER","SIGNUP_DATE","LOCATION"
"100c217c-5db0-48c7-9422-655bd4137a5e",30,"male","2025-05-09 11:48:36.295536+05:30","Meerut"
"8a2918a1-480b-4a22-9bdb-09a6b0e4518c",30,"male","2024-10-10 14:33:43.739574+05:30","Kochi"
"6a655218-1f42-4a87-87ea-b16cb6158a3d",30,"male","2024-03-05 13:59:58.458676+05:30",NULL
"e22bc02a-a899-4e46-b1d0-4bcc8f222899",30,"male","2024-01-21 21:34:56.76717+05:30",NULL
"fa6ce44b-15f2-4922-96ed-1ce671fcb70f",30,"male","2023-08-28 17:08:45.562483+05:30",NULL
"087ad29e-dfc4-4168-b24e-e70b4496e7d2",30,"male","2023-06-01 00:11:03.332897+05:30",NULL
"01f228d6-a74f-41fb-a4e5-283dba6d8768",30,"male","2023-10-26 16:04:26.651958+05:30","Meerut"
"9f608e74-8bab-4916-bf8c-b203210bfc21",30,"male","2024-06-12 13:11:30.791474+05:30","Wardha"
"a478ba1a-ca9c-4346-a307-1873977c8e89",30,"male","2024-11-21 11:02:56.402482+05:30","Gurugram"
"b365adb7-00f4-4c69-b1d8-d4d089f23033",30,"male","2024-10-07 17:26:12.24873+05:30","Gurugram"
"67891fe1-6188-41df-8adc-efc898ebe505",30,"male","2024-03-20 22:33:52.418821+05:30","Indore"
"7656c573-0037-4fe0-8346-62bf181e632b",30,"male","2024-03-01 15:29:15.411221+05:30","Gurugram"
"c7b3183c-6f94-462b-9851-19d670505375",30,"male","2024-10-09 13:42:22.093533+05:30","Gurugram"
"e2b3e0ba-9646-4c39-91d8-510513cfbd1a",30,"male","2024-10-09 13:25:19.259081+05:30","Gurugram"
"5f7b7ddd-128e-485d-898b-75a38d8a4036",30,"male","2025-09-17 15:26:55.518856+05:30","Bengaluru Urban"
"713ab678-9722-4c23-b98c-bfd51c633c2b",30,"male","2023-03-14 16:38:32.452323+05:30","Faridabad"
"aa923174-4024-490c-a796-64baa83ac005",30,"male","2024-05-06 16:23:19.796886+05:30","Balrampur"
"ec301add-182b-435e-a49b-28d39e4e50b1",30,"male","2023-08-16 13:42:59.827427+05:30",NULL
"5be8ff61-cf64-42d0-942c-7b6a72d52e21",30,"male","2024-10-24 18:37:01.046272+05:30","Etawah"
"b3d473de-cf9e-48ee-9cef-da762775ffdb",30,"male","2024-10-04 15:02:38.435273+05:30","Ghaziabad"
"be7c7aac-3084-4b23-b2af-3ffd6a202d25",30,"male","2023-09-29 16:34:19.329927+05:30","Gurugram"
"6d1d80e9-2dcd-44b2-a6b6-4703bc2f3401",30,"male","2024-05-29 18:11:15.912396+05:30",NULL
"489b7da9-9613-4388-96d4-815ef1227cdd",30,"male","2024-03-21 19:30:21.201284+05:30",NULL
"78352e33-be23-4244-8f4b-d177ea117c00",30,"male","2023-05-30 18:56:51.703255+05:30",NULL
"52732fdf-c189-448e-ae50-24341460e33c",30,"male","2023-07-06 18:51:11.405991+05:30","Meerut"
"55520343-a1c9-4478-bd4d-e2843e9f535b",30,"male","2024-05-20 15:21:52.149479+05:30","Meerut"
"a735bfe5-a1bf-4835-8c6a-cd112f7332d2",30,"male","2024-02-28 12:18:34.968893+05:30","Gurugram"
"df6b2f96-89c9-4cc8-9034-e84013baeab8",30,"male","2024-02-28 14:24:33.422689+05:30","Gurugram"
"1bb03fbb-2474-4def-9f30-3aced87c5a25",30,"male","2024-05-08 12:22:39.492478+05:30","North West Delhi"
"f5ddf169-fab6-4abe-8fcc-847d60eef5d0",30,"male","2024-01-19 11:28:24.646678+05:30","Gurugram"
"e11332d5-5187-42c9-8ac1-b444a9089990",30,"male","2024-01-08 13:21:02.07068+05:30","Meerut"
"53916234-46c0-487b-bbd4-694219e77838",30,"male","2024-10-10 15:36:22.747194+05:30","Gurugram"
"c08dfad8-2804-401b-a4af-f85d76423506",30,"male","2024-11-13 16:48:21.165825+05:30","Meerut"
"f308a984-7112-40c6-9784-cc79255ef0f8",30,"male","2023-08-07 14:09:19.461821+05:30","Gurugram"
"4922839a-cf44-47c2-988a-1d0b5e32e3a7",30,"male","2024-10-09 13:53:22.646599+05:30","Gurugram"
"b75d9cf6-780f-41fa-bc34-aec1685f2280",30,"male","2023-06-28 10:16:34.350794+05:30",NULL
"9aa83b03-7de3-4115-952d-85918bc37cd0",30,"male","2024-10-21 12:10:29.486063+05:30","Gurugram"
"46a482d5-0ed8-4879-a527-9d6a8217d577",30,"male","2024-05-07 17:07:09.093042+05:30","Pratapgarh"
"026937f4-eeaa-4951-ae3b-5582aeae1891",30,"male","2024-11-27 17:43:36.196145+05:30","Gurugram"
"0738a590-78f0-4dae-84ae-01f3c9d34d71",30,"male","2023-09-20 17:50:17.97941+05:30","Gautam Buddh Nagar"
"5d5fc8a0-49cf-4938-bf6c-152a6bf4ea92",30,"male","2024-01-19 11:34:25.862691+05:30","Gurugram"
"71500414-2df8-417a-9381-83ac8c0fd50a",30,"male","2024-09-06 17:58:08.65276+05:30","Gautam Buddh Nagar"
"73a5fad6-269c-4e36-a8e0-538f1b0142c5",30,"male","2023-06-01 00:59:15.684409+05:30","Gurugram"
"88f3fc5d-0ad5-4476-a724-10dfce99d405",30,"male","2023-08-29 15:03:06.691583+05:30","Gurugram"
"897a1930-3807-4fee-a342-47b658cb68b8",30,"male","2024-01-12 00:36:24.811482+05:30","Meerut"
"9de32a95-958c-4abc-afc2-0bfbc1e945b5",30,"male","2023-12-24 14:02:12.277814+05:30","Gurugram"
"a59217b5-060a-42cd-a4bc-e2f338458ab2",30,"male","2023-08-28 16:38:04.12986+05:30","Meerut"
"a6965b48-7b47-47a0-8e07-b1b60d734674",30,"male","2024-02-27 14:26:26.627062+05:30","Gurugram"
"a71acff4-a05c-4afa-80de-51dd48e9cc21",30,"male","2024-09-24 11:21:31.815854+05:30","Gurugram"
"b93b0cd5-0d75-46a1-b6af-40049d3681aa",30,"male","2023-06-08 13:42:34.599333+05:30","Indore"
"d8ef5d80-d5b4-4fe2-8d98-07e9cdd29b38",30,"male","2023-06-25 09:03:59.638208+05:30","Pratapgarh"
"e4a959b7-91c1-45c4-ad70-8ec11491b0ef",30,"male","2023-06-23 10:27:16.371991+05:30","Meerut"
"95dc55f8-dc00-434f-a18d-8b6b59fbd845",30,"male","2024-02-12 12:44:01.624656+05:30","Meerut"
"d8c60c21-dd86-43d6-ac40-66650dad5b4d",30,"male","2023-12-18 12:15:46.63316+05:30","Gurugram"
"18d0b3eb-5ea6-46df-9be1-be74938dc90b",30,"male","2024-05-06 14:39:34.669766+05:30","Pratapgarh"
"21b99dea-ad5a-4d38-adfe-b8f1dc641fd2",30,"male","2023-04-24 18:15:01.332631+05:30","Ahmedabad"
"1ff32048-53ba-4df1-b4f0-2f9ec7c2932e",30,"male","2023-08-12 19:10:49.952056+05:30","Sultanpur"
"86d26536-25d7-4f93-ac15-0bf8ce64a534",30,"male","2024-06-11 16:22:14.691482+05:30","Gurugram"
"8bc5da14-2a97-43aa-863d-528a42fa100c",30,"male","2024-10-16 15:45:35.981522+05:30","Gurugram"
"fd253e8f-9c37-4910-baf6-d2989f19dcb1",30,"male","2025-04-23 15:28:34.385119+05:30","Gurugram"
"ea0f1220-b858-43b2-8fb6-d8579aafcbf0",30,"male","2024-09-09 19:03:59.537796+05:30","North West Delhi"
"1a1a85d0-47ca-4ceb-9d14-6f4cbec673a8",30,"male","2024-12-17 16:43:26.70628+05:30","Meerut"
"a1c35acd-02a2-4575-b3f5-8ea51189fd1f",30,"male","2025-03-17 15:07:15.631109+05:30","Bengaluru Urban"
"da257182-71a3-4612-9baa-a22cc8a831be",30,"male","2025-01-28 13:37:41.386774+05:30","Gurugram"
"e01cd14d-b871-4fa2-8d20-1417c855c9e7",30,"male","2024-12-27 11:08:15.601257+05:30","Gurugram"
"597dad73-04ec-48ba-b90d-ef69845adeba",30,"male","2025-04-04 14:55:09.929571+05:30","Gurugram"
"77f564ee-d4ab-45ff-8c21-dbe859e1ee4e",30,"male","2025-04-15 13:05:47.631709+05:30","Bengaluru Urban"
"f946900e-6ad9-480e-b5bc-96884683e84b",30,"male","2025-04-15 13:12:05.66052+05:30","Bengaluru Urban"
"9e302654-696e-4181-a7a1-a83a5e231225",30,"male","2025-07-24 02:28:36.587491+05:30","Gwalior"
"c2075c04-816a-44c4-9da9-c33cf9e273ce",30,"male","2025-05-12 18:00:31.875479+05:30","Gurugram"
"21b4ddf1-910a-49b5-bb11-5a4e13b2ca58",30,"male","2025-07-24 05:28:22.235938+05:30","Patna"
"5df157d7-e231-4b58-933b-624524ca5baf",30,"male","2023-03-16 00:40:55.368677+05:30","Rohtas"
"e6ce1fc9-cc74-4c09-b42c-0051eb1b05cc",30,"male","2023-07-13 11:17:28.679539+05:30","Gurugram"
"6837e72f-1ffc-438e-b097-890d3e363e39",30,"male","2025-03-26 12:08:02.562345+05:30","Gautam Buddha Nagar"
"9ea0853e-7a42-4106-8c01-4c2a8322f798",30,"male","2024-09-27 07:49:11.477694+05:30","Gurugram"
"fa6151b0-9e0f-41fd-b2e7-95810bf27700",30,"male","2025-09-22 12:06:05.73806+05:30","Bengaluru Urban"
"9004375d-a851-4435-85b1-d73756d9f4be",30,"male","2025-01-20 16:24:32.232606+05:30","Gurugram"
"aea31765-bb81-4230-b219-96bbeca8dc74",30,"male","2025-03-13 00:38:51.321146+05:30","Gautam Buddha Nagar"
"97e863d7-2fc8-4651-b5e5-694ed63f7074",30,"male","2025-01-24 12:20:26.628509+05:30","Bengaluru Urban"
"b951888f-a1ad-48e2-8eab-ee82a4f7972c",30,"male","2025-01-28 14:42:46.460335+05:30","Gurugram"
"1ccf0ca3-1f57-45a5-a253-ac523be8a66e",30,"male","2025-06-02 09:33:40.12047+05:30","Gurugram"
"0582a028-b5fe-4401-b978-59c66333ab59",30,"male","2024-12-05 11:08:03.49778+05:30","Gurugram"
"647e103e-d427-4249-aee9-f816c7ca551a",30,"male","2025-11-17 18:39:09.05316+05:30","Gurugram"
"cf8f5eb3-124a-49dd-8592-de6e60cbc14f",30,"male","2025-07-21 16:23:27.113327+05:30","Kamrup Metropolitan"
"b6de4bae-f06c-4618-ba19-171d1dac29ee",30,"male","2025-01-06 12:43:34.176332+05:30","Jabalpur"
"32c092ae-c2ee-4a17-90a5-887b6dcd542b",30,"male","2025-06-14 15:46:30.720846+05:30","Gurugram"
"76af3639-20ec-4d06-8fb7-60c89a19882a",30,"male","2025-09-26 11:34:44.365282+05:30","Gurugram"
"c09f86cf-59b7-4a1b-a95f-86e7d2ed87f6",30,"male","2025-10-30 18:17:15.887832+05:30","Gurugram"
"8a1bf300-8aed-4ad8-b574-ebe57008c2bd",30,"male","2025-11-18 12:32:14.597946+05:30","Gurugram"
"996247d3-8193-4ac6-bfec-1a3f4c672b93",30,"male","2024-12-24 16:18:42.181935+05:30","Agra"
"618756ee-bf31-4d71-b5df-21e3af2df67c",30,"male","2025-07-31 21:32:34.361214+05:30","Gurugram"
"a9eca628-880f-4d0b-b29d-b219940dcc4f",30,"male","2025-10-12 17:55:06.083674+05:30","South East Delhi"
"8e714a72-62c8-4931-a882-913281ce0521",30,"male","2025-06-10 13:22:51.832497+05:30","South West Delhi"
"211114ac-4a80-4b9d-a8c5-9ca65dc406f9",30,"male","2025-10-30 13:32:26.259808+05:30","Gurugram"
"4ab02b65-f2e6-401d-b603-2ce48c7f3ead",30,"male","2025-08-06 13:48:24.145866+05:30","Gurugram"
"54cb371b-0339-4d64-89b0-e69e6bde35cf",30,"male","2024-05-09 21:30:09.792943+05:30","West Delhi"
"99db513f-03ac-4d7d-9de1-e0db658e331c",30,"male","2025-07-17 18:01:47.676631+05:30","Gurugram"
"f0ca071a-fa8f-4f8e-97f2-52b425f13f40",30,"male","2025-10-31 13:46:10.624961+05:30","Prayagraj"
"66dbb8a8-333f-4d33-bee7-07f40adb9a28",30,"male","2025-07-21 18:11:31.507488+05:30","Palwal"
"2a387224-4a58-4492-bc8b-1090af0442b1",30,"male","2025-07-22 19:22:13.642629+05:30","Gautam Buddha Nagar"
"d89aa603-0ca3-4de0-9d3a-867548bcee72",30,"male","2025-07-22 13:31:44.61906+05:30","Gautam Buddha Nagar"
"67838155-6714-47ef-9c86-b779637d8e0b",30,"male","2025-09-03 11:48:37.708702+05:30","Gurugram"
"50970698-6dcd-4b7b-81d0-979fd22e5a4a",30,"male","2025-11-06 12:24:46.950049+05:30","Gurugram"
"69c6f1a2-bbd6-4593-b447-515b3deec20a",30,"male","2025-04-09 21:23:14.951406+05:30","Gautam Buddha Nagar"
"f28333e3-a9cb-4bc9-92ab-33d2806300ac",30,"male","2025-11-10 13:10:03.332554+05:30","Gurugram"
"dfaf8983-928d-4571-8557-649217d42243",30,"male","2025-11-12 11:22:40.382034+05:30","Indore"
"9bf2d686-0396-45fa-9d18-497eb7e3a4eb",30,"male","2025-07-06 14:42:11.720971+05:30","Gurugram"
"8aee386c-013b-40b4-b50e-44b8861fb8d6",30,"male","2025-09-24 19:19:33.586617+05:30","West Delhi"
"bea738ec-3c83-4203-b3c3-6e982daf54a7",30,"male","2025-01-21 02:38:44.854486+05:30","Gurugram"
"ea00ddca-7e60-4d8e-a0f8-bd0dcc2b726d",30,"male","2025-08-20 11:42:34.842924+05:30","Gurugram"
"a83bcc1f-78a5-408c-90d2-779705c75304",30,"male","2025-04-09 14:50:18.037258+05:30","Gurugram"
"ac4c86a4-1602-4025-a08f-4699e0bc9e90",30,"male","2024-09-26 18:01:30.680201+05:30","GURGAON"
"8cfa6ad1-9cba-4ec2-9301-4e1dbe737689",30,"male","2024-10-14 15:44:18.144832+05:30","Central Delhi"
"6710cd30-9df5-4742-9b57-7449c8f13767",30,"male","2025-06-18 12:17:02.497293+05:30","Central Delhi"
"5bfca014-1f53-489e-b6fe-e58aa819b47c",30,"male","2025-07-03 11:22:30.113481+05:30","Central Delhi"
"2a5f5e70-e9da-48d8-aa68-05c494bcc3bb",30,"male","2024-02-16 11:28:41.515172+05:30","Gurugram"
"0cc26d03-127e-49ee-9b70-510caaa3cde1",30,"male","2024-07-25 20:32:15.352187+05:30","Ghaziabad"
"f9b24aea-dd93-4b56-a61b-f49461f96ed3",30,"male","2024-02-21 15:39:37.904016+05:30","Gurugram"
"28787447-d679-4b4c-af54-d4f531a82490",30,"male","2023-12-07 15:40:40.200767+05:30","Meerut"
"345173ff-37ba-4207-84f0-dac40d4e72b3",30,"male","2024-01-19 11:31:23.126683+05:30","Gurugram"
"48758496-4564-4769-8666-1c10f4cbea1d",30,"male","2025-08-12 14:26:49.208482+05:30","Patna"
"5577e4e4-be22-44ce-8c40-e8a829017989",30,"male","2025-01-01 15:52:49.232625+05:30","Gurugram"
"b29329a8-4131-4f48-a19c-6cc744235e72",30,"male","2025-01-14 14:47:20.026603+05:30","Gautam Buddha Nagar"
